sample_id,holeid,from_m,to_m,x,y,z,depth_m,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1
S01787,SYN-015,139.5,141.0,-241.18,-123.12,140.25,140.25,5.37,38.42,26.17,10.42,0.04,17.47,11.68,0.83,30.02,4.76,0.0,2.05,0.0,0.86,5.08,None,Chlorite
S01788,SYN-015,141.0,142.0,-242.32,-123.52,141.5,141.5,58.36,2.31,5.96,4.58,12.35,8.49,1.73,0.73,45.57,0.0,1.17,0.0,4.7,1.74,0.0,None,WhiteMica
S01789,SYN-015,142.0,143.5,-243.45,-123.91,142.75,142.75,2.71,10.68,18.79,9.98,3.31,0.89,12.51,0.0,2.28,0.0,2.25,7.15,0.0,4.26,0.0,None,Carbonate
S01790,SYN-015,143.5,145.0,-244.8,-124.39,144.25,144.25,9.88,8.71,16.87,13.1,3.83,0.0,37.18,1.8,2.28,0.0,0.0,0.0,0.0,2.37,6.66,None,Montmor
S01791,SYN-015,145.0,146.0,-245.93,-124.78,145.5,145.5,8.08,37.45,18.45,3.26,1.42,0.0,2.77,5.53,7.0,0.97,0.5,31.99,0.0,0.0,1.88,None,Chlorite
S01792,SYN-015,146.0,147.0,-246.84,-125.1,146.5,146.5,24.68,23.07,22.87,7.75,4.54,1.68,8.36,3.44,2.66,0.98,28.74,3.63,2.02,35.76,33.06,Hematite,Diaspore
S01793,SYN-015,147.0,148.5,-247.97,-125.49,147.75,147.75,11.85,26.86,16.72,7.17,0.61,36.13,32.42,0.0,0.0,0.0,2.24,1.67,0.0,2.81,3.83,None,Dickite
S01794,SYN-015,148.5,149.5,-249.1,-125.89,149.0,149.0,2.53,19.69,34.46,31.85,0.88,2.03,13.02,1.35,0.0,3.73,2.57,1.89,0.0,0.0,3.95,None,Carbonate
S01795,SYN-015,149.5,151.5,-250.46,-126.37,150.5,150.5,2.53,39.5,21.28,2.45,1.21,3.83,24.63,0.0,3.3,0.0,6.58,2.75,3.06,1.65,1.54,None,Chlorite
S01796,SYN-015,151.5,152.5,-251.82,-126.84,152.0,152.0,0.0,31.77,19.04,4.16,0.88,0.0,23.92,1.96,3.11,1.07,0.82,3.05,2.16,14.63,1.94,None,Chlorite
S01797,SYN-015,152.5,154.0,-252.95,-127.24,153.25,153.25,8.48,31.03,24.44,8.97,0.42,3.02,13.67,0.0,3.65,0.0,2.01,2.26,4.19,0.95,8.2,None,Chlorite
S01798,SYN-015,154.0,155.5,-254.3,-127.71,154.75,154.75,33.98,4.43,1.31,0.23,7.64,9.42,3.45,1.43,5.54,6.52,27.18,12.01,2.53,0.0,0.0,None,WhiteMica
S01799,SYN-015,155.5,157.0,-255.66,-128.19,156.25,156.25,7.77,13.26,7.01,6.2,31.34,3.06,61.32,4.8,2.5,0.68,4.14,2.56,0.92,0.0,1.09,None,Montmor
S01800,SYN-015,157.0,158.0,-256.79,-128.58,157.5,157.5,6.26,34.32,10.75,5.02,0.0,0.0,9.06,1.5,0.0,4.39,1.14,0.0,0.0,0.28,0.0,None,Chlorite
S01801,SYN-015,158.0,160.0,-258.15,-129.06,159.0,159.0,17.96,15.5,18.82,13.15,1.48,3.95,12.03,1.84,32.11,1.41,1.44,3.66,6.52,2.85,2.32,None,Gypsum
S01802,SYN-015,160.0,162.0,-259.96,-129.69,161.0,161.0,46.04,3.86,0.32,2.43,3.85,3.87,1.38,2.8,7.26,0.76,0.0,4.4,4.9,4.86,0.51,None,WhiteMica
S01803,SYN-015,162.0,163.0,-261.32,-130.17,162.5,162.5,5.76,19.7,9.2,16.55,4.2,2.02,30.74,0.0,4.56,6.5,2.72,5.11,2.71,28.83,5.99,Hematite,Montmor
S01804,SYN-015,163.0,164.0,-262.22,-130.48,163.5,163.5,6.5,10.8,0.0,7.8,3.24,0.5,7.43,0.16,0.24,16.21,0.0,3.97,0.0,0.49,6.79,None,Pyrophyllite
S01805,SYN-015,164.0,166.0,-263.58,-130.96,165.0,165.0,8.11,26.03,17.42,2.59,2.17,0.45,34.6,0.0,2.12,20.33,1.7,2.45,3.35,0.0,30.25,Goethite,Montmor
S01806,SYN-015,166.0,167.5,-265.16,-131.51,166.75,166.75,6.74,41.41,48.9,9.43,4.32,0.0,30.7,4.74,1.66,0.69,0.0,5.92,1.68,1.85,0.27,None,Carbonate
S01807,SYN-015,167.5,168.5,-266.29,-131.91,168.0,168.0,7.79,30.86,40.5,0.49,25.17,22.84,0.0,0.0,0.27,1.05,0.4,1.67,4.24,5.71,7.37,None,Carbonate
S01808,SYN-015,168.5,169.5,-267.2,-132.22,169.0,169.0,5.66,22.43,19.95,3.14,0.0,25.56,15.26,1.6,0.0,3.78,6.57,3.68,1.77,4.5,0.91,None,Dickite
S01809,SYN-015,169.5,171.0,-268.33,-132.62,170.25,170.25,40.8,29.38,18.9,9.49,30.35,2.66,48.06,20.4,2.64,4.17,0.84,5.43,0.14,1.26,3.36,None,Montmor
S01810,SYN-015,171.0,172.5,-269.68,-133.09,171.75,171.75,7.71,29.31,16.08,27.41,1.05,1.4,15.81,0.0,0.0,1.87,1.75,0.29,23.95,1.1,3.73,None,Chlorite
S01811,SYN-015,172.5,174.0,-271.04,-133.57,173.25,173.25,2.8,28.83,16.98,6.93,0.0,1.71,18.48,0.57,0.0,2.59,0.0,4.48,3.62,1.03,0.35,None,Chlorite
S01812,SYN-015,174.0,176.0,-272.63,-134.12,175.0,175.0,9.75,30.23,25.71,2.66,20.92,11.69,19.52,0.42,5.48,35.42,2.3,0.0,0.0,1.18,1.75,None,Pyrophyllite
S01813,SYN-015,176.0,177.5,-274.21,-134.68,176.75,176.75,9.31,14.9,9.06,8.2,3.54,22.59,20.53,1.81,2.24,1.75,6.14,0.0,1.33,1.99,7.44,None,Dickite
S01814,SYN-015,177.5,179.0,-275.57,-135.15,178.25,178.25,100.0,2.84,2.42,21.86,23.74,3.51,2.05,0.0,8.73,3.28,0.21,4.68,0.0,1.02,3.49,None,WhiteMica
S01815,SYN-015,179.0,180.5,-276.92,-135.63,179.75,179.75,7.26,29.34,21.57,12.04,0.0,26.61,11.47,21.55,2.16,1.42,0.0,0.0,0.0,1.91,4.04,None,Chlorite
S01816,SYN-015,180.5,182.0,-278.28,-136.1,181.25,181.25,6.76,5.88,7.5,5.79,0.84,1.63,24.21,0.0,0.46,1.3,3.91,0.0,2.4,0.0,4.84,None,Montmor
S01817,SYN-015,182.0,183.0,-279.41,-136.5,182.5,182.5,10.48,35.25,10.28,7.93,0.0,0.86,20.07,3.65,0.0,3.7,0.0,0.0,1.33,3.05,3.88,None,Chlorite
S01818,SYN-015,183.0,184.0,-280.32,-136.81,183.5,183.5,1.59,14.11,24.61,5.06,0.97,0.0,8.72,2.45,2.24,30.2,0.0,1.4,2.78,3.48,5.33,None,Pyrophyllite
S01819,SYN-015,184.0,185.5,-281.45,-137.21,184.75,184.75,9.35,42.84,7.29,15.97,0.94,0.0,14.23,0.0,2.45,0.0,0.11,0.44,3.71,8.14,4.16,None,Chlorite
S01820,SYN-015,185.5,187.0,-282.8,-137.69,186.25,186.25,4.71,0.0,35.15,5.01,5.64,0.28,6.55,0.12,3.19,0.53,0.0,0.0,0.0,3.17,2.48,None,Carbonate
S01821,SYN-015,187.0,188.0,-283.94,-138.08,187.5,187.5,8.96,49.1,33.0,10.83,4.89,31.7,19.73,4.0,0.22,0.48,1.49,0.0,1.66,1.55,10.71,None,Chlorite
S01822,SYN-015,188.0,189.5,-285.07,-138.48,188.75,188.75,38.7,7.35,23.38,2.91,16.86,0.0,53.82,1.04,0.18,2.3,0.44,0.0,1.77,5.95,1.34,None,Montmor
S01823,SYN-015,189.5,191.0,-286.42,-138.95,190.25,190.25,2.64,12.88,10.69,6.81,0.0,0.0,19.72,0.4,2.62,0.0,0.0,0.0,0.0,5.45,1.86,None,Montmor
S01824,SYN-015,191.0,192.5,-287.78,-139.43,191.75,191.75,4.66,31.77,11.93,9.48,0.0,0.0,22.45,0.0,0.0,4.01,2.53,5.94,18.9,0.16,6.29,None,Chlorite
S01825,SYN-015,192.5,194.5,-289.36,-139.98,193.5,193.5,8.76,35.8,14.78,11.28,0.0,0.0,19.08,0.0,3.23,0.53,4.13,1.15,5.02,6.3,4.8,None,Chlorite
S01826,SYN-015,194.5,196.5,-291.17,-140.61,195.5,195.5,5.43,24.43,25.45,9.59,5.02,0.0,24.17,0.0,0.8,5.12,15.35,5.58,0.15,2.8,1.81,None,Carbonate
S01827,SYN-015,196.5,198.0,-292.76,-141.17,197.25,197.25,4.32,39.25,8.79,7.74,0.0,1.9,16.96,3.41,1.93,1.27,1.65,0.0,0.14,0.0,1.63,None,Chlorite
S01828,SYN-015,198.0,199.0,-293.89,-141.56,198.5,198.5,4.3,17.96,8.35,5.95,0.24,0.0,23.68,24.88,6.97,2.52,1.01,34.84,0.56,0.15,2.85,None,Zunyite
S01829,SYN-015,199.0,200.5,-295.02,-141.96,199.75,199.75,7.73,22.96,21.14,11.33,0.0,0.0,7.58,0.0,27.54,3.68,2.66,27.36,27.78,0.42,3.64,None,Water_silica
S01830,SYN-015,200.5,202.0,-296.38,-142.44,201.25,201.25,10.73,24.19,3.9,4.88,0.0,0.0,20.68,1.64,1.55,4.26,0.0,0.0,0.01,5.69,2.86,None,Chlorite
S01831,SYN-015,202.0,203.0,-297.51,-142.83,202.5,202.5,0.22,21.22,9.44,4.93,2.03,1.79,18.7,0.0,1.27,2.77,3.3,1.84,0.0,2.42,1.57,None,Chlorite
S01832,SYN-015,203.0,204.0,-298.41,-143.15,203.5,203.5,13.56,34.35,15.39,12.87,1.58,2.18,23.54,5.07,0.0,7.75,12.34,0.68,1.58,2.23,4.56,None,Chlorite
S01833,SYN-015,204.0,205.0,-299.32,-143.46,204.5,204.5,75.34,3.88,0.6,1.29,10.74,6.21,18.1,0.57,9.53,4.48,2.95,0.0,4.95,1.84,3.03,None,WhiteMica
S01834,SYN-015,205.0,206.5,-300.45,-143.86,205.75,205.75,100.0,1.34,0.0,0.0,11.18,7.12,5.76,0.0,7.85,4.15,5.92,0.0,5.78,6.94,5.08,None,WhiteMica
S01835,SYN-015,206.5,208.0,-301.8,-144.34,207.25,207.25,6.55,27.69,15.76,9.3,0.0,0.0,15.76,1.3,2.73,1.21,0.0,0.44,2.96,1.47,3.25,None,Chlorite
S01836,SYN-015,208.0,209.0,-302.94,-144.73,208.5,208.5,7.57,26.55,6.17,9.42,0.0,0.0,23.17,30.76,0.0,0.0,2.73,0.0,2.34,0.95,0.0,None,Alunite
S01837,SYN-015,209.0,211.0,-304.29,-145.21,210.0,210.0,4.82,41.59,18.55,10.15,1.84,0.98,20.51,1.72,3.09,1.11,0.0,6.12,0.0,30.9,4.12,Hematite,Chlorite
S01838,SYN-015,211.0,213.0,-306.1,-145.84,212.0,212.0,5.99,11.8,19.99,7.66,1.02,2.3,1.4,34.93,0.0,3.19,0.0,2.56,31.14,2.4,21.31,Goethite,Alunite
S01839,SYN-015,213.0,214.0,-307.46,-146.31,213.5,213.5,18.59,19.94,11.23,2.82,0.2,1.52,36.82,36.57,0.0,2.34,0.0,0.0,0.0,5.52,3.89,None,Montmor
S01840,SYN-015,214.0,216.0,-308.82,-146.79,215.0,215.0,3.17,43.16,27.96,8.9,21.56,3.26,7.8,1.27,1.1,0.0,2.69,2.18,2.02,0.95,0.0,None,Chlorite
S01841,SYN-016,0.0,1.0,-79.96,-59.73,0.5,0.5,4.0,4.31,0.81,1.61,10.1,4.22,0.0,10.85,26.07,0.71,1.6,0.0,9.56,1.13,36.33,Goethite,Gypsum
S01842,SYN-016,1.0,3.0,-79.65,-58.37,2.0,2.0,2.63,0.4,3.28,3.4,5.91,0.82,3.68,7.97,20.22,2.63,0.0,4.51,25.57,78.94,15.31,Hematite,Water_silica
S01843,SYN-016,3.0,5.0,-79.24,-56.56,4.0,4.0,1.14,4.75,0.81,0.0,16.83,0.02,2.63,7.73,21.58,0.0,0.0,32.1,17.1,59.39,10.03,Hematite,Zunyite
S01844,SYN-016,5.0,6.0,-78.93,-55.2,5.5,5.5,5.02,0.39,0.0,0.68,8.61,1.49,4.54,10.33,26.85,0.49,2.73,1.85,16.29,23.26,55.18,Goethite,Gypsum
S01845,SYN-016,6.0,8.0,-78.62,-53.84,7.0,7.0,5.81,1.16,0.0,2.76,7.1,0.0,1.08,4.58,9.6,4.18,3.9,1.75,10.46,10.89,31.24,Goethite,Water_silica
S01846,SYN-016,8.0,10.0,-78.21,-52.02,9.0,9.0,9.19,0.85,0.0,3.35,10.82,0.74,3.23,10.78,18.42,1.53,2.29,2.23,20.85,46.1,28.35,Hematite,Water_silica
S01847,SYN-016,10.0,12.0,-77.8,-50.21,11.0,11.0,4.61,0.0,0.39,6.56,10.03,16.48,0.0,23.12,4.88,47.07,2.42,9.4,2.26,18.2,3.64,Hematite,Pyrophyllite
S01848,SYN-016,12.0,14.0,-77.39,-48.39,13.0,13.0,7.7,1.78,1.98,0.0,5.92,30.46,0.63,4.72,23.17,0.58,7.04,0.0,23.53,32.1,28.76,Hematite,Dickite
S01849,SYN-016,14.0,15.5,-77.03,-46.8,14.75,14.75,21.7,0.15,3.4,1.99,14.35,0.0,21.43,13.45,19.92,2.62,0.3,0.0,9.33,65.28,28.1,Hematite,WhiteMica
S01850,SYN-016,15.5,16.5,-76.77,-45.67,16.0,16.0,3.59,1.44,0.15,0.0,13.44,0.0,2.09,12.1,10.23,1.99,0.0,5.81,22.18,32.17,65.21,Goethite,Water_silica
S01851,SYN-016,16.5,18.5,-76.47,-44.31,17.5,17.5,38.64,5.03,4.23,3.47,10.59,0.0,3.32,13.54,8.98,6.41,4.16,1.08,25.26,40.45,30.37,Hematite,WhiteMica
S01852,SYN-016,18.5,20.0,-76.11,-42.72,19.25,19.25,9.76,3.82,0.0,5.85,12.66,0.0,2.5,9.67,24.29,1.3,4.32,2.23,24.82,30.52,25.28,Hematite,Water_silica
S01853,SYN-016,20.0,21.5,-75.8,-41.36,20.75,20.75,17.45,3.84,0.22,0.0,7.75,0.0,0.0,6.47,16.62,2.82,3.95,3.19,19.86,39.27,14.68,Hematite,Water_silica
S01854,SYN-016,21.5,23.0,-75.49,-40.0,22.25,22.25,7.14,0.0,0.43,0.0,3.24,26.25,0.0,5.4,15.93,0.86,0.0,0.26,15.39,43.05,22.9,Hematite,Dickite
S01855,SYN-016,23.0,24.5,-75.18,-38.64,23.75,23.75,2.59,0.0,5.02,1.86,36.59,1.05,1.41,5.19,14.12,0.0,0.0,0.0,15.87,67.22,34.74,Hematite,Kaolinite
S01856,SYN-016,24.5,25.5,-74.93,-37.5,25.0,25.0,2.59,2.0,0.71,1.17,2.79,7.34,0.0,22.94,0.0,67.91,9.95,14.03,5.4,6.48,1.75,None,Pyrophyllite
S01857,SYN-016,25.5,27.0,-74.67,-36.37,26.25,26.25,8.85,1.74,1.53,20.47,7.74,23.83,2.37,7.38,23.51,2.25,0.0,9.85,18.07,47.61,37.1,Hematite,Dickite
S01858,SYN-016,27.0,28.0,-74.41,-35.23,27.5,27.5,10.81,3.13,12.19,3.55,12.75,5.48,3.26,5.53,20.14,0.0,6.13,0.0,12.9,43.54,9.33,Hematite,Gypsum
S01859,SYN-016,28.0,29.5,-74.16,-34.1,28.75,28.75,6.87,0.0,3.58,1.4,5.24,2.27,2.57,9.17,12.83,3.67,0.0,0.0,15.63,78.61,38.92,Hematite,Water_silica
S01860,SYN-016,29.5,31.5,-73.8,-32.51,30.5,30.5,4.4,0.0,5.81,0.0,4.46,0.0,0.0,5.1,19.74,0.0,0.0,0.0,11.45,66.73,26.24,Hematite,Gypsum
S01861,SYN-016,31.5,33.0,-73.44,-30.93,32.25,32.25,5.56,4.68,13.94,0.0,5.26,2.87,3.5,5.76,15.12,0.0,0.94,0.0,19.19,16.79,57.41,Goethite,Water_silica
S01862,SYN-016,33.0,34.5,-73.13,-29.56,33.75,33.75,4.86,2.91,0.0,0.0,16.0,4.7,0.0,6.63,19.49,0.0,1.49,3.5,30.08,29.43,75.71,Goethite,Water_silica
S01863,SYN-016,34.5,36.0,-72.82,-28.2,35.25,35.25,5.03,3.84,3.36,0.0,12.3,0.0,4.36,5.21,50.33,2.75,2.87,4.88,31.53,45.84,25.43,Hematite,Gypsum
S01864,SYN-016,36.0,38.0,-72.46,-26.62,37.0,37.0,7.75,0.1,6.11,0.0,14.34,0.0,4.52,6.77,42.02,12.24,0.87,0.0,13.26,41.95,12.99,Hematite,Gypsum
S01865,SYN-016,38.0,39.5,-72.1,-25.03,38.75,38.75,30.81,5.36,3.25,1.06,24.3,6.19,5.08,4.67,9.12,4.34,0.0,13.45,3.6,0.74,3.08,None,WhiteMica
S01866,SYN-016,39.5,41.0,-71.8,-23.67,40.25,40.25,2.58,0.0,0.0,0.17,10.11,8.82,29.56,21.76,2.84,53.56,20.39,3.12,12.6,4.42,4.17,None,Pyrophyllite
S01867,SYN-016,41.0,42.0,-71.54,-22.53,41.5,41.5,6.75,0.0,3.32,2.16,12.29,0.0,1.17,10.1,3.13,2.47,0.0,0.0,32.26,41.29,28.59,Hematite,Water_silica
S01868,SYN-016,42.0,43.0,-71.33,-21.62,42.5,42.5,7.81,2.97,5.03,0.0,9.53,11.27,1.13,15.07,4.25,57.0,30.98,7.2,7.64,0.0,2.33,None,Pyrophyllite
S01869,SYN-016,43.0,44.5,-71.08,-20.49,43.75,43.75,0.48,1.66,4.14,0.0,6.61,16.96,3.09,37.39,0.0,86.46,27.86,5.61,17.42,3.83,4.52,None,Pyrophyllite
S01870,SYN-016,44.5,46.5,-70.72,-18.9,45.5,45.5,5.21,0.0,0.0,2.99,21.73,11.27,0.0,18.37,3.69,70.11,14.47,3.36,25.22,0.36,4.14,None,Pyrophyllite
S01871,SYN-016,46.5,48.0,-70.36,-17.31,47.25,47.25,8.33,2.16,3.42,3.37,2.8,11.86,1.04,70.09,3.3,66.16,20.29,4.94,7.21,4.2,3.83,None,Alunite
S01872,SYN-016,48.0,49.0,-70.1,-16.18,48.5,48.5,5.71,0.48,1.18,2.89,4.29,13.84,3.2,42.38,0.0,92.66,20.82,6.13,4.66,0.0,2.05,None,Pyrophyllite
S01873,SYN-016,49.0,51.0,-69.79,-14.82,50.0,50.0,32.99,22.14,0.7,0.0,10.67,14.55,0.0,69.05,0.0,60.46,19.8,10.23,3.78,4.54,5.44,None,Alunite
S01874,SYN-016,51.0,52.5,-69.43,-13.23,51.75,51.75,40.02,4.41,0.61,2.16,3.12,6.94,0.89,2.97,7.25,0.0,0.77,1.79,5.88,1.81,6.63,None,WhiteMica
S01875,SYN-016,52.5,54.5,-69.08,-11.64,53.5,53.5,0.8,2.19,2.43,0.0,4.46,12.3,0.0,25.45,0.82,39.01,2.05,4.47,8.45,2.99,34.89,Goethite,Pyrophyllite
S01876,SYN-016,54.5,55.5,-68.77,-10.28,55.0,55.0,2.12,3.09,0.0,6.09,3.91,14.58,3.68,29.7,1.47,52.71,15.46,8.26,28.25,2.27,1.76,None,Pyrophyllite
S01877,SYN-016,55.5,57.0,-68.51,-9.15,56.25,56.25,4.39,0.0,1.17,0.0,6.51,7.31,1.25,21.25,30.81,49.99,24.4,1.36,6.75,1.7,1.96,None,Pyrophyllite
S01878,SYN-016,57.0,59.0,-68.15,-7.56,58.0,58.0,4.56,0.0,1.4,4.74,2.19,2.19,0.82,15.13,2.61,76.36,33.11,7.21,8.58,0.31,4.96,None,Pyrophyllite
S01879,SYN-016,59.0,60.5,-67.79,-5.97,59.75,59.75,0.82,1.14,21.42,2.21,5.93,18.21,1.1,25.95,0.0,28.89,21.22,10.64,5.45,0.0,3.23,None,Pyrophyllite
S01880,SYN-016,60.5,62.0,-67.48,-4.61,61.25,61.25,1.82,0.3,0.0,0.0,16.08,21.0,4.26,20.83,0.0,86.43,26.85,6.28,11.01,23.16,2.39,Hematite,Pyrophyllite
S01881,SYN-016,62.0,64.0,-67.12,-3.02,63.0,63.0,23.4,4.55,2.32,0.0,13.26,7.6,1.14,35.02,1.21,47.96,25.15,9.92,8.91,0.0,1.14,None,Pyrophyllite
S01882,SYN-016,64.0,65.0,-66.82,-1.66,64.5,64.5,3.55,0.82,3.85,0.0,3.52,8.51,1.31,35.41,1.77,84.24,14.92,1.1,5.79,26.67,3.97,Hematite,Pyrophyllite
S01883,SYN-016,65.0,66.0,-66.61,-0.76,65.5,65.5,23.07,0.0,2.22,2.24,11.21,7.73,1.16,16.56,4.48,100.0,7.18,3.98,32.65,0.0,4.52,None,Pyrophyllite
S01884,SYN-016,66.0,67.5,-66.35,0.38,66.75,66.75,1.67,15.72,28.32,0.0,28.77,6.73,12.32,40.15,2.34,80.41,27.17,10.02,0.0,1.09,2.8,None,Pyrophyllite
S01885,SYN-016,67.5,69.0,-66.05,1.74,68.25,68.25,1.56,3.61,7.92,5.09,6.71,12.09,2.46,44.32,2.97,70.47,67.15,10.27,9.33,0.0,3.67,None,Pyrophyllite
S01886,SYN-016,69.0,70.0,-65.79,2.87,69.5,69.5,40.21,0.0,0.0,3.97,8.47,10.28,11.85,3.04,4.44,3.82,0.0,0.0,7.68,4.9,15.89,Goethite,WhiteMica
S01887,SYN-016,70.0,71.5,-65.53,4.01,70.75,70.75,1.17,0.78,0.0,0.68,7.35,12.13,0.0,19.55,0.34,82.61,14.58,14.73,9.27,3.74,5.29,None,Pyrophyllite
S01888,SYN-016,71.5,73.5,-65.17,5.6,72.5,72.5,5.59,0.65,33.81,2.95,6.38,12.79,27.13,52.14,0.35,47.72,27.65,10.54,0.54,1.82,0.79,None,Alunite
S01889,SYN-016,73.5,75.0,-64.82,7.18,74.25,74.25,3.9,3.85,1.81,2.75,6.22,12.51,0.0,37.78,23.01,61.51,19.22,12.17,1.26,2.41,1.2,None,Pyrophyllite
S01890,SYN-016,75.0,76.5,-64.51,8.55,75.75,75.75,1.76,0.0,6.23,36.68,8.33,8.12,0.0,30.95,1.66,38.36,6.82,4.55,6.83,21.2,1.98,Hematite,Pyrophyllite
S01891,SYN-016,76.5,78.5,-64.15,10.13,77.5,77.5,34.45,0.0,2.17,19.84,7.13,8.12,0.0,6.39,1.56,51.69,18.38,7.98,5.67,0.61,21.19,Goethite,Pyrophyllite
S01892,SYN-016,78.5,80.0,-63.79,11.72,79.25,79.25,2.02,0.0,2.7,1.47,5.53,15.04,0.0,7.33,1.44,62.63,13.4,14.7,7.76,5.23,1.82,None,Pyrophyllite
S01893,SYN-016,80.0,82.0,-63.43,13.31,81.0,81.0,4.74,1.81,2.46,0.0,4.18,7.65,0.11,54.65,0.69,68.86,21.59,11.91,8.16,0.19,2.28,None,Pyrophyllite
S01894,SYN-016,82.0,83.5,-63.07,14.9,82.75,82.75,10.71,0.58,0.0,1.46,5.55,7.56,3.85,64.35,1.09,65.68,21.24,6.96,13.48,1.86,4.78,None,Pyrophyllite
S01895,SYN-016,83.5,85.5,-62.71,16.48,84.5,84.5,5.38,0.0,0.0,4.05,5.52,14.18,1.35,55.03,5.34,58.32,12.78,9.75,6.67,0.0,0.0,None,Pyrophyllite
S01896,SYN-016,85.5,87.0,-62.35,18.07,86.25,86.25,3.77,3.74,0.51,1.75,5.47,9.92,1.83,58.74,1.89,48.01,7.41,0.0,10.15,5.39,1.01,None,Alunite
S01897,SYN-016,87.0,88.0,-62.09,19.21,87.5,87.5,2.34,1.61,3.59,6.98,6.21,7.73,4.4,51.8,2.66,77.86,14.29,0.0,6.27,19.55,1.27,Hematite,Pyrophyllite
S01898,SYN-016,88.0,90.0,-61.79,20.57,89.0,89.0,0.64,2.17,20.51,2.5,2.19,34.38,0.0,50.3,2.37,39.72,30.55,14.34,9.37,2.8,6.11,None,Alunite
S01899,SYN-016,90.0,91.5,-61.43,22.16,90.75,90.75,5.83,2.25,0.68,0.0,3.23,15.06,2.18,40.06,0.76,61.21,19.17,20.44,6.47,0.03,3.17,None,Pyrophyllite
S01900,SYN-016,91.5,92.5,-61.17,23.29,92.0,92.0,5.7,0.0,4.63,2.34,8.25,12.64,1.99,22.15,2.54,83.4,23.87,21.26,3.22,1.44,3.54,None,Pyrophyllite
S01901,SYN-016,92.5,93.5,-60.97,24.2,93.0,93.0,2.83,1.96,0.0,0.0,0.0,11.06,3.26,35.44,1.25,72.56,22.85,13.57,5.75,0.0,0.89,None,Pyrophyllite
S01902,SYN-016,93.5,95.0,-60.71,25.33,94.25,94.25,40.61,3.47,0.0,0.0,9.23,4.75,0.0,74.77,0.0,54.28,13.53,5.35,9.33,0.0,1.75,None,Alunite
S01903,SYN-016,95.0,96.0,-60.45,26.47,95.5,95.5,4.05,4.05,0.0,0.0,4.49,11.08,0.0,43.01,0.0,10.55,11.17,2.33,3.79,26.71,0.0,Hematite,Alunite
S01904,SYN-016,96.0,97.5,-60.2,27.6,96.75,96.75,5.94,3.0,4.22,1.24,10.51,9.04,0.0,30.19,6.18,46.58,22.81,13.94,8.25,1.29,15.23,Goethite,Pyrophyllite
S01905,SYN-016,97.5,98.5,-59.94,28.73,98.0,98.0,17.23,2.48,0.96,1.05,9.31,5.89,20.65,2.77,4.12,100.0,48.24,7.52,9.12,0.16,1.29,None,Pyrophyllite
S01906,SYN-016,98.5,100.0,-59.68,29.87,99.25,99.25,32.35,0.0,3.62,4.21,24.26,7.29,6.98,10.21,0.45,48.86,13.92,7.24,9.18,7.46,0.0,None,Pyrophyllite
S01907,SYN-016,100.0,101.5,-59.37,31.23,100.75,100.75,1.61,1.16,0.93,0.95,5.4,13.13,0.0,38.85,2.89,54.87,21.82,13.99,10.63,0.0,3.72,None,Pyrophyllite
S01908,SYN-016,101.5,103.0,-59.07,32.59,102.25,102.25,3.64,10.81,3.76,0.0,29.14,15.59,3.52,24.72,1.75,59.2,48.49,6.76,15.28,0.17,0.62,None,Pyrophyllite
S01909,SYN-016,103.0,104.5,-58.76,33.95,103.75,103.75,6.11,4.41,0.88,5.1,9.44,5.24,2.96,41.58,5.56,65.58,28.04,21.05,3.37,3.8,3.2,None,Pyrophyllite
S01910,SYN-016,104.5,105.5,-58.5,35.09,105.0,105.0,25.18,37.31,13.5,2.68,12.94,1.71,8.83,0.0,3.18,0.0,0.0,6.21,1.01,0.0,3.66,None,Chlorite
S01911,SYN-016,105.5,107.0,-58.25,36.22,106.25,106.25,2.73,4.03,2.22,0.0,8.63,5.81,0.0,14.47,16.45,38.78,19.04,3.01,6.59,1.52,9.89,None,Pyrophyllite
S01912,SYN-016,107.0,108.5,-57.94,37.58,107.75,107.75,14.53,30.92,34.12,8.15,3.77,2.8,1.34,0.0,0.0,5.23,2.84,0.0,0.88,3.65,1.97,None,Carbonate
S01913,SYN-016,108.5,110.0,-57.63,38.94,109.25,109.25,28.94,21.2,7.66,4.97,5.36,3.92,13.49,30.52,1.58,3.57,0.98,3.76,34.01,3.46,3.43,None,Water_silica
S01914,SYN-016,110.0,111.0,-57.37,40.08,110.5,110.5,24.29,26.63,10.49,3.08,12.36,2.14,6.73,1.54,0.0,1.37,0.0,0.95,4.3,1.95,2.83,None,Chlorite
S01915,SYN-016,111.0,112.0,-57.17,40.98,111.5,111.5,17.48,29.34,8.57,15.29,27.3,0.0,5.6,3.54,0.39,2.63,2.65,21.13,0.0,1.59,1.04,None,Chlorite
S01916,SYN-016,112.0,113.0,-56.96,41.89,112.5,112.5,5.1,0.0,1.86,1.3,9.09,13.12,0.0,51.61,1.76,73.76,0.0,7.99,7.75,4.24,3.46,None,Pyrophyllite
S01917,SYN-016,113.0,114.5,-56.71,43.02,113.75,113.75,1.29,1.09,2.04,1.74,3.06,8.16,1.35,18.5,0.0,65.12,16.07,11.14,6.14,4.86,4.87,None,Pyrophyllite
